SettlementDate,SettlementPeriod,StartTime,CreatedDateTime,SystemSellPrice,SystemBuyPrice,BsadDefaulted,PriceDerivationCode,ReserveScarcityPrice,NetImbalanceVolume,SellPriceAdjustment,BuyPriceAdjustment,ReplacementPrice,ReplacementPriceReferenceVolume,TotalAcceptedOfferVolume,TotalAcceptedBidVolume,TotalAdjustmentSellVolume,TotalAdjustmentBuyVolume,TotalSystemTaggedAcceptedOfferVolume,TotalSystemTaggedAcceptedBidVolume,TotalSystemTaggedAdjustmentSellVolume,TotalSystemTaggedAdjustmentBuyVolume
2025-06-29,28,2025-06-29T12:30:00Z,2025-06-30T13:14:30Z,105.000000000000000000,105.000000000000000000,False,P,0.000000000000000000,338.954999999999984084,0.00,0.00,,,769.375000000000000000,-330.420000000000015916,-100.000000000000000000,0.000000000000000000,768.375000000000000000,-330.420000000000015916,-100.000000000000000000,
2025-06-29,29,2025-06-29T13:00:00Z,2025-06-30T13:44:32Z,105.000000000000000000,105.000000000000000000,False,P,0.000000000000000000,138.550000000000011369,0.00,0.00,,,626.200000000000045475,-237.724999999999994316,-250.000000000000000000,0.000000000000000000,625.200000000000045475,-237.724999999999994316,-250.000000000000000000,
2025-06-29,30,2025-06-29T13:30:00Z,2025-06-30T14:14:29Z,105.000000000000000000,105.000000000000000000,False,P,0.000000000000000000,120.341666666666668561,0.00,0.00,,,614.547619047619036792,-244.458333333333342807,-250.000000000000000000,0.000000000000000000,613.547619047619036792,-244.458333333333342807,-250.000000000000000000,
2025-06-29,31,2025-06-29T14:00:00Z,2025-06-30T14:44:23Z,62.000000000000000000,62.000000000000000000,False,N,0.000000000000000000,-116.060783432539679438,0.00,0.00,,,557.379815873015900252,-423.589210416666674064,-250.000000000000000000,0.000000000000000000,557.379815873015900252,-422.589210416666674064,-250.000000000000000000,
2025-06-29,32,2025-06-29T14:30:00Z,2025-06-30T15:14:33Z,102.000000000000000000,102.000000000000000000,False,P,0.000000000000000000,94.349460844155842665,0.00,0.00,,,531.686904761904770567,-187.495777251082245130,-250.000000000000000000,0.000000000000000000,530.686904761904770567,-187.495777251082245130,-250.000000000000000000,
2025-06-29,33,2025-06-29T15:00:00Z,2025-06-30T15:44:33Z,105.000000000000000000,105.000000000000000000,False,P,0.000000000000000000,165.366668750000002319,0.00,0.00,,,544.916666666666628771,-129.916664583333329119,-250.000000000000000000,0.000000000000000000,543.916666666666628771,-129.916664583333329119,-250.000000000000000000,
2025-06-29,34,2025-06-29T15:30:00Z,2025-06-30T16:14:35Z,105.000000000000000000,105.000000000000000000,False,P,0.000000000000000000,120.278508771929821819,0.00,0.00,,,494.420175438596515960,-124.325000000000002842,-250.000000000000000000,0.000000000000000000,493.420175438596515960,-124.325000000000002842,-250.000000000000000000,
2025-06-29,35,2025-06-29T16:00:00Z,2025-06-30T16:44:31Z,102.000000000000000000,102.000000000000000000,False,P,0.000000000000000000,74.394444444444445708,0.00,0.00,,,526.700000000000045475,-352.630555555555531555,-100.000000000000000000,0.000000000000000000,525.700000000000045475,-352.630555555555531555,-100.000000000000000000,
2025-06-29,36,2025-06-29T16:30:00Z,2025-06-30T17:14:25Z,65.470399999999997931,65.470399999999997931,False,N,0.000000000000000000,-77.030395084556815277,0.00,0.00,,,572.312561274509789655,-549.723511914622122276,-100.000000000000000000,0.000000000000000000,572.312561274509789655,-549.723511914622122276,-99.000000000000000000,
2025-06-29,37,2025-06-29T17:00:00Z,2025-06-30T17:44:27Z,66.150000000000005684,66.150000000000005684,False,N,0.000000000000000000,-1.340825980392156946,0.00,0.00,,,576.883515277777746633,-578.432492647058779767,0.000000000000000000,0.000000000000000000,576.883515277777746633,-577.432492647058779767,,
2025-06-29,38,2025-06-29T17:30:00Z,2025-06-30T18:14:31Z,124.000000000000000000,124.000000000000000000,False,P,0.000000000000000000,61.420000000000001705,0.00,0.00,,,612.702166666666698802,-551.293833333333282098,0.000000000000000000,0.000000000000000000,611.702166666666698802,-551.293833333333282098,,
2025-06-29,39,2025-06-29T18:00:00Z,2025-06-30T18:44:31Z,95.829999999999998295,95.829999999999998295,False,P,0.000000000000000000,133.873429861111105765,0.00,0.00,,,703.631597916666692072,-855.318403472222257733,0.000000000000000000,285.380999999999971806,703.631597916666692072,-855.318403472222257733,,284.380999999999971806
2025-06-29,40,2025-06-29T18:30:00Z,2025-06-30T19:14:45Z,115.000000000000000000,115.000000000000000000,False,P,0.000000000000000000,315.542121385281404855,0.00,0.00,,,934.510288051948009524,-1019.954166666666651508,0.000000000000000000,401.336000000000012733,933.898442163506388169,-1019.954166666666651508,,400.947845888441634088
2025-06-29,41,2025-06-29T19:00:00Z,2025-06-30T19:44:36Z,106.010000000000005116,106.010000000000005116,False,P,0.000000000000000000,498.416014484127003925,0.00,0.00,,,1219.723255119047507833,-1321.221348690476133925,0.000000000000000000,600.000000000000000000,1219.723255119047507833,-1321.221348690476133925,,599.000000000000000000
2025-06-29,42,2025-06-29T19:30:00Z,2025-06-30T20:14:33Z,124.000000000000000000,124.000000000000000000,False,P,0.000000000000000000,691.290620519179924486,0.00,0.00,,,1756.771587463624427983,-1665.513289837962929596,0.000000000000000000,600.000000000000000000,1755.771587463624427983,-1665.513289837962929596,,600.000000000000000000
2025-06-29,43,2025-06-29T20:00:00Z,2025-06-30T20:44:30Z,124.000000000000000000,124.000000000000000000,False,P,0.000000000000000000,921.163679600814134574,0.00,0.00,,,1729.267774086255485599,-1768.784824918213871570,0.000000000000000000,961.114000000000032742,1728.267774086255485599,-1768.784824918213871570,,961.114000000000032742
2025-06-29,44,2025-06-29T20:30:00Z,2025-06-30T21:14:36Z,124.000000000000000000,124.000000000000000000,False,P,0.000000000000000000,921.994340110553366685,0.00,0.00,,,1689.594007072249496559,-1752.062360950446418428,0.000000000000000000,984.720000000000027285,1688.594007072249496559,-1752.062360950446418428,,984.720000000000027285
2025-06-29,45,2025-06-29T21:00:00Z,2025-06-30T21:44:27Z,102.090000000000003411,102.090000000000003411,False,P,0.000000000000000000,951.432871601118677063,0.00,0.00,,,1881.907871601118586113,-1680.350903414215736120,0.000000000000000000,750.000000000000000000,1881.907871601118586113,-1680.350903414215736120,,749.000000000000000000
2025-06-29,46,2025-06-29T21:30:00Z,2025-06-30T22:14:39Z,100.000000000000000000,100.000000000000000000,False,P,0.000000000000000000,648.041277138227314936,0.00,0.00,,,1536.053608809598472362,-1639.680972660453335266,0.000000000000000000,750.000000000000000000,1536.053608809598472362,-1639.680972660453335266,,749.000000000000000000
2025-06-29,47,2025-06-29T22:00:00Z,2025-06-30T22:44:33Z,103.017260603394134932,103.017260603394134932,False,P,0.000000000000000000,90.967070091267544285,0.00,0.00,,,1256.361145903514170641,-1304.807318597050652897,0.000000000000000000,140.693000000000012051,1255.361145903514170641,-1304.807318597050652897,,140.693000000000012051
2025-06-29,48,2025-06-29T22:30:00Z,2025-06-30T23:14:32Z,102.000000000000000000,102.000000000000000000,False,P,0.000000000000000000,264.148177974598922901,0.00,0.00,,,1503.046390095811148058,-1250.138210945998480383,0.000000000000000000,11.272999999999999687,1502.046390095811148058,-1250.138210945998480383,,11.272999999999999687
2025-06-30,1,2025-06-29T23:00:00Z,2025-06-30T23:44:32Z,100.900000000000005684,100.900000000000005684,False,P,0.000000000000000000,443.157055038126372892,0.00,0.00,,,1758.731229621459760892,-1315.468671466049272567,0.000000000000000000,0.000000000000000000,1757.731229621459760892,-1315.468671466049272567,,
2025-06-30,2,2025-06-29T23:30:00Z,2025-07-01T00:14:36Z,64.939999999999997726,64.939999999999997726,False,N,0.000000000000000000,-20.998011055040873174,0.00,0.00,,,1470.293650850969697785,-1491.408328515358334698,0.000000000000000000,0.000000000000000000,1470.293650850969697785,-1490.408328515358334698,,
2025-06-30,3,2025-06-30T00:00:00Z,2025-07-01T00:44:28Z,52.679999999999999716,52.679999999999999716,False,N,0.000000000000000000,-217.206428571428574514,0.00,0.00,52.679999999999999716,1.000000000000000000,1281.315005873015934412,-1498.711434444444421388,0.000000000000000000,0.000000000000000000,1281.315005873015934412,-1497.711434444444421388,,
2025-06-30,4,2025-06-30T00:30:00Z,2025-07-01T01:14:35Z,32.500000000000000000,32.500000000000000000,False,N,0.000000000000000000,-245.979829545454549589,0.00,0.00,,,1230.166666666666742458,-1476.512121212121201097,0.000000000000000000,0.000000000000000000,1230.166666666666742458,-1475.512121212121201097,,
2025-06-30,5,2025-06-30T01:00:00Z,2025-07-01T01:44:29Z,0.000000000000000000,0.000000000000000000,False,N,0.000000000000000000,-299.845624999999984084,0.00,0.00,0.000000000000000000,0.000000000000000000,1288.642708333333303017,-1588.372708333333321207,0.000000000000000000,0.000000000000000000,1288.642708333333303017,-1587.372708333333321207,,
2025-06-30,6,2025-06-30T01:30:00Z,2025-07-01T02:14:47Z,0.000000000000000000,0.000000000000000000,False,N,0.000000000000000000,-211.340494166666672982,0.00,0.00,0.000000000000000000,0.000000000000000000,1317.643360000000029686,-1528.849468611111205973,0.000000000000000000,0.000000000000000000,1317.643360000000029686,-1527.849468611111205973,,
2025-06-30,7,2025-06-30T02:00:00Z,2025-07-01T02:44:25Z,32.500000000000000000,32.500000000000000000,False,N,0.000000000000000000,-60.904444722222223163,0.00,0.00,,,1388.280001458333344999,-1448.988475069444348264,0.000000000000000000,0.000000000000000000,1388.280001458333344999,-1447.988475069444348264,,
2025-06-30,8,2025-06-30T02:30:00Z,2025-07-01T03:14:41Z,64.579592967357015709,64.579592967357015709,False,N,0.000000000000000000,-204.778666620847644708,0.00,0.00,66.389922594131689948,0.311740648148148169,1395.357703702749176955,-1599.895202870370439996,0.000000000000000000,0.000000000000000000,1395.357703702749176955,-1598.895202870370439996,,
2025-06-30,9,2025-06-30T03:00:00Z,2025-07-01T03:44:20Z,0.000000000000000000,0.000000000000000000,False,N,0.000000000000000000,-146.293662500000010596,0.00,0.00,0.000000000000000000,0.000000000000000000,1344.308379166666554738,-1722.891712500000039654,0.000000000000000000,232.688999999999992951,1344.308379166666554738,-1721.891712500000039654,,232.688999999999992951
2025-06-30,10,2025-06-30T03:30:00Z,2025-07-01T04:14:26Z,52.939999999999997726,52.939999999999997726,False,N,0.000000000000000000,-34.199634490740741910,0.00,0.00,,,1461.165575037037115180,-1681.773493509259196799,0.000000000000000000,186.644000000000005457,1461.165575037037115180,-1680.773493509259196799,,186.644000000000005457
2025-06-30,11,2025-06-30T04:00:00Z,2025-07-01T04:44:30Z,0.000000000000000000,0.000000000000000000,False,N,0.000000000000000000,-39.224584444444445808,0.00,0.00,0.000000000000000000,0.000000000000000000,1595.250415555555491665,-1634.325416666666569654,0.000000000000000000,0.000000000000000000,1595.250415555555491665,-1633.325416666666569654,,
