RecordType,StartTime,Demand
VD,2017-01-03T07:05:00Z,36567
VD,2017-01-03T07:10:00Z,37169
VD,2017-01-03T07:15:00Z,37590
VD,2017-01-03T07:20:00Z,38050
VD,2017-01-03T07:25:00Z,38412
VD,2017-01-03T07:30:00Z,38558
VD,2017-01-03T07:35:00Z,38799
VD,2017-01-03T07:40:00Z,39135
VD,2017-01-03T07:45:00Z,39415
VD,2017-01-03T07:50:00Z,39663
VD,2017-01-03T07:55:00Z,39930
VD,2017-01-03T08:00:00Z,40164
VD,2017-01-03T08:05:00Z,40405
VD,2017-01-03T08:10:00Z,40727
VD,2017-01-03T08:15:00Z,40981
VD,2017-01-03T08:20:00Z,41119
VD,2017-01-03T08:25:00Z,41249
VD,2017-01-03T08:30:00Z,41358
VD,2017-01-03T08:35:00Z,41518
VD,2017-01-03T08:40:00Z,41701
VD,2017-01-03T08:45:00Z,41885
VD,2017-01-03T08:50:00Z,42044
VD,2017-01-03T08:55:00Z,42221
VD,2017-01-03T09:00:00Z,42426
VD,2017-01-03T09:05:00Z,42569
VD,2017-01-03T09:10:00Z,42668
VD,2017-01-03T09:15:00Z,42693
VD,2017-01-03T09:20:00Z,42733
VD,2017-01-03T09:25:00Z,42728
VD,2017-01-03T09:30:00Z,42742
VD,2017-01-03T09:35:00Z,42750
VD,2017-01-03T09:40:00Z,42732
VD,2017-01-03T09:45:00Z,42775
VD,2017-01-03T09:50:00Z,42836
VD,2017-01-03T09:55:00Z,42889
VD,2017-01-03T10:00:00Z,42867
VD,2017-01-03T10:05:00Z,42848
VD,2017-01-03T10:10:00Z,42920
VD,2017-01-03T10:15:00Z,42933
VD,2017-01-03T10:20:00Z,42955
VD,2017-01-03T10:25:00Z,42947
VD,2017-01-03T10:30:00Z,42879
VD,2017-01-03T10:35:00Z,42910
VD,2017-01-03T10:40:00Z,42838
VD,2017-01-03T10:45:00Z,42780
VD,2017-01-03T10:50:00Z,42762
VD,2017-01-03T10:55:00Z,42714
VD,2017-01-03T11:00:00Z,42793
VD,2017-01-03T11:05:00Z,42875
VD,2017-01-03T11:10:00Z,42864
VD,2017-01-03T11:15:00Z,42840
VD,2017-01-03T11:20:00Z,42830
VD,2017-01-03T11:25:00Z,42916
VD,2017-01-03T11:30:00Z,42987
VD,2017-01-03T11:35:00Z,42981
VD,2017-01-03T11:40:00Z,42992
VD,2017-01-03T11:45:00Z,43025
VD,2017-01-03T11:50:00Z,43047
VD,2017-01-03T11:55:00Z,43164
VD,2017-01-03T12:00:00Z,43259
VD,2017-01-03T12:05:00Z,43284
VD,2017-01-03T12:10:00Z,43246
VD,2017-01-03T12:15:00Z,43265
VD,2017-01-03T12:20:00Z,43289
VD,2017-01-03T12:25:00Z,43255
VD,2017-01-03T12:30:00Z,43243
VD,2017-01-03T12:35:00Z,43138
VD,2017-01-03T12:40:00Z,43039
VD,2017-01-03T12:45:00Z,43017
VD,2017-01-03T12:50:00Z,42956
VD,2017-01-03T12:55:00Z,42899
VD,2017-01-03T13:00:00Z,42963
VD,2017-01-03T13:05:00Z,43083
VD,2017-01-03T13:10:00Z,43092
VD,2017-01-03T13:15:00Z,43050
VD,2017-01-03T13:20:00Z,43020
VD,2017-01-03T13:25:00Z,43052
VD,2017-01-03T13:30:00Z,43096
VD,2017-01-03T13:35:00Z,43072
VD,2017-01-03T13:40:00Z,43072
VD,2017-01-03T13:45:00Z,43070
VD,2017-01-03T13:50:00Z,43038
VD,2017-01-03T13:55:00Z,43026
VD,2017-01-03T14:00:00Z,43116
VD,2017-01-03T14:05:00Z,43216
VD,2017-01-03T14:10:00Z,43219
VD,2017-01-03T14:15:00Z,43233
VD,2017-01-03T14:20:00Z,43191
VD,2017-01-03T14:25:00Z,43222
VD,2017-01-03T14:30:00Z,43323
VD,2017-01-03T14:35:00Z,43329
VD,2017-01-03T14:40:00Z,43353
VD,2017-01-03T14:45:00Z,43403
VD,2017-01-03T14:50:00Z,43443
VD,2017-01-03T14:55:00Z,43555
VD,2017-01-03T15:00:00Z,43694
VD,2017-01-03T15:05:00Z,43808
VD,2017-01-03T15:10:00Z,43876
VD,2017-01-03T15:15:00Z,44017
VD,2017-01-03T15:20:00Z,44150
VD,2017-01-03T15:25:00Z,44308
VD,2017-01-03T15:30:00Z,44443
VD,2017-01-03T15:35:00Z,44595
VD,2017-01-03T15:40:00Z,44762
VD,2017-01-03T15:45:00Z,45021
VD,2017-01-03T15:50:00Z,45043
VD,2017-01-03T15:55:00Z,44726
VD,2017-01-03T16:00:00Z,44466
VD,2017-01-03T16:05:00Z,44760
VD,2017-01-03T16:10:00Z,45056
VD,2017-01-03T16:15:00Z,45511
VD,2017-01-03T16:20:00Z,45888
VD,2017-01-03T16:25:00Z,46326
VD,2017-01-03T16:30:00Z,46776
VD,2017-01-03T16:35:00Z,47276
VD,2017-01-03T16:40:00Z,47657
VD,2017-01-03T16:45:00Z,47856
VD,2017-01-03T16:50:00Z,47898
VD,2017-01-03T16:55:00Z,47965
VD,2017-01-03T17:00:00Z,48039
VD,2017-01-03T17:05:00Z,48015
VD,2017-01-03T17:10:00Z,48131
VD,2017-01-03T17:15:00Z,48171
VD,2017-01-03T17:20:00Z,48263
VD,2017-01-03T17:25:00Z,48228
VD,2017-01-03T17:30:00Z,48320
VD,2017-01-03T17:35:00Z,48232
VD,2017-01-03T17:40:00Z,48015
VD,2017-01-03T17:45:00Z,47948
VD,2017-01-03T17:50:00Z,47864
VD,2017-01-03T17:55:00Z,47673
VD,2017-01-03T18:00:00Z,47975
VD,2017-01-03T18:05:00Z,48021
VD,2017-01-03T18:10:00Z,47909
VD,2017-01-03T18:15:00Z,47745
VD,2017-01-03T18:20:00Z,47557
VD,2017-01-03T18:25:00Z,47427
VD,2017-01-03T18:30:00Z,47467
VD,2017-01-03T18:35:00Z,47385
VD,2017-01-03T18:40:00Z,47315
VD,2017-01-03T18:45:00Z,47112
VD,2017-01-03T18:50:00Z,46830
VD,2017-01-03T18:55:00Z,46613
VD,2017-01-03T19:00:00Z,46864
VD,2017-01-03T19:05:00Z,47062
VD,2017-01-03T19:10:00Z,46955
VD,2017-01-03T19:15:00Z,46858
VD,2017-01-03T19:20:00Z,46545
VD,2017-01-03T19:25:00Z,46292
VD,2017-01-03T19:30:00Z,46220
VD,2017-01-03T19:35:00Z,45972
VD,2017-01-03T19:40:00Z,45631
VD,2017-01-03T19:45:00Z,45231
VD,2017-01-03T19:50:00Z,44790
VD,2017-01-03T19:55:00Z,44497
VD,2017-01-03T20:00:00Z,44597
VD,2017-01-03T20:05:00Z,44387
VD,2017-01-03T20:10:00Z,44046
VD,2017-01-03T20:15:00Z,43742
VD,2017-01-03T20:20:00Z,43375
VD,2017-01-03T20:25:00Z,42905
VD,2017-01-03T20:30:00Z,42508
VD,2017-01-03T20:35:00Z,42231
VD,2017-01-03T20:40:00Z,41947
VD,2017-01-03T20:45:00Z,41649
VD,2017-01-03T20:50:00Z,41291
VD,2017-01-03T20:55:00Z,41239
VD,2017-01-03T21:00:00Z,41527
VD,2017-01-03T21:05:00Z,41051
VD,2017-01-03T21:10:00Z,40463
VD,2017-01-03T21:15:00Z,40098
VD,2017-01-03T21:20:00Z,39678
VD,2017-01-03T21:25:00Z,39295
VD,2017-01-03T21:30:00Z,38894
VD,2017-01-03T21:35:00Z,38425
VD,2017-01-03T21:40:00Z,38072
VD,2017-01-03T21:45:00Z,37725
VD,2017-01-03T21:50:00Z,37348
VD,2017-01-03T21:55:00Z,36893
VD,2017-01-03T22:00:00Z,36788
VD,2017-01-03T22:05:00Z,36327
VD,2017-01-03T22:10:00Z,35773
VD,2017-01-03T22:15:00Z,35270
VD,2017-01-03T22:20:00Z,34757
VD,2017-01-03T22:25:00Z,34223
VD,2017-01-03T22:30:00Z,34036
VD,2017-01-03T22:35:00Z,33723
VD,2017-01-03T22:40:00Z,33388
VD,2017-01-03T22:45:00Z,32997
VD,2017-01-03T22:50:00Z,32616
VD,2017-01-03T22:55:00Z,32249
VD,2017-01-03T23:00:00Z,32042
VD,2017-01-03T23:05:00Z,31696
VD,2017-01-03T23:10:00Z,31330
VD,2017-01-03T23:15:00Z,31001
VD,2017-01-03T23:20:00Z,30613
VD,2017-01-03T23:25:00Z,30211
VD,2017-01-03T23:30:00Z,30237
VD,2017-01-03T23:35:00Z,30329
VD,2017-01-03T23:40:00Z,30131
VD,2017-01-03T23:45:00Z,30013
VD,2017-01-03T23:50:00Z,30070
VD,2017-01-03T23:55:00Z,29994
VD,2017-01-04T00:00:00Z,30403
VD,2017-01-04T00:05:00Z,30658
VD,2017-01-04T00:10:00Z,30844
VD,2017-01-04T00:15:00Z,30992
VD,2017-01-04T00:20:00Z,30993
VD,2017-01-04T00:25:00Z,30890
VD,2017-01-04T00:30:00Z,31316
VD,2017-01-04T00:35:00Z,31529
VD,2017-01-04T00:40:00Z,31641
VD,2017-01-04T00:45:00Z,31645
VD,2017-01-04T00:50:00Z,31565
VD,2017-01-04T00:55:00Z,31454
VD,2017-01-04T01:00:00Z,31256
VD,2017-01-04T01:05:00Z,31076
VD,2017-01-04T01:10:00Z,30928
VD,2017-01-04T01:15:00Z,30875
VD,2017-01-04T01:20:00Z,30785
VD,2017-01-04T01:25:00Z,30705
VD,2017-01-04T01:30:00Z,30865
VD,2017-01-04T01:35:00Z,30824
VD,2017-01-04T01:40:00Z,30703
VD,2017-01-04T01:45:00Z,30616
VD,2017-01-04T01:50:00Z,30531
VD,2017-01-04T01:55:00Z,30371
VD,2017-01-04T02:00:00Z,30333
VD,2017-01-04T02:05:00Z,30268
VD,2017-01-04T02:10:00Z,30184
VD,2017-01-04T02:15:00Z,30096
VD,2017-01-04T02:20:00Z,30052
VD,2017-01-04T02:25:00Z,30066
VD,2017-01-04T02:30:00Z,30272
VD,2017-01-04T02:35:00Z,30464
VD,2017-01-04T02:40:00Z,30643
VD,2017-01-04T02:45:00Z,30666
VD,2017-01-04T02:50:00Z,30608
VD,2017-01-04T02:55:00Z,30608
VD,2017-01-04T03:00:00Z,30781
VD,2017-01-04T03:05:00Z,30693
VD,2017-01-04T03:10:00Z,30586
VD,2017-01-04T03:15:00Z,30453
VD,2017-01-04T03:20:00Z,30361
VD,2017-01-04T03:25:00Z,30089
VD,2017-01-04T03:30:00Z,30158
VD,2017-01-04T03:35:00Z,30165
VD,2017-01-04T03:40:00Z,30107
VD,2017-01-04T03:45:00Z,30061
VD,2017-01-04T03:50:00Z,30090
VD,2017-01-04T03:55:00Z,30040
VD,2017-01-04T04:00:00Z,29915
VD,2017-01-04T04:05:00Z,29851
VD,2017-01-04T04:10:00Z,29778
VD,2017-01-04T04:15:00Z,29820
VD,2017-01-04T04:20:00Z,29812
VD,2017-01-04T04:25:00Z,29787
VD,2017-01-04T04:30:00Z,29853
VD,2017-01-04T04:35:00Z,29865
VD,2017-01-04T04:40:00Z,29877
VD,2017-01-04T04:45:00Z,29872
VD,2017-01-04T04:50:00Z,29855
VD,2017-01-04T04:55:00Z,29831
VD,2017-01-04T05:00:00Z,29960
VD,2017-01-04T05:05:00Z,30046
VD,2017-01-04T05:10:00Z,30147
VD,2017-01-04T05:15:00Z,30292
VD,2017-01-04T05:20:00Z,30447
VD,2017-01-04T05:25:00Z,30494
VD,2017-01-04T05:30:00Z,30621
VD,2017-01-04T05:35:00Z,30853
VD,2017-01-04T05:40:00Z,30947
VD,2017-01-04T05:45:00Z,30983
VD,2017-01-04T05:50:00Z,31135
VD,2017-01-04T05:55:00Z,31321
VD,2017-01-04T06:00:00Z,31722
VD,2017-01-04T06:05:00Z,32308
VD,2017-01-04T06:10:00Z,32709
VD,2017-01-04T06:15:00Z,33044
VD,2017-01-04T06:20:00Z,33435
VD,2017-01-04T06:25:00Z,33655
VD,2017-01-04T06:30:00Z,34019
VD,2017-01-04T06:35:00Z,34733
VD,2017-01-04T06:40:00Z,35316
VD,2017-01-04T06:45:00Z,35804
VD,2017-01-04T06:50:00Z,36460
VD,2017-01-04T06:55:00Z,37028
VD,2017-01-04T07:00:00Z,37496
VD,2017-01-04T07:05:00Z,38496
VD,2017-01-04T07:10:00Z,39087
VD,2017-01-04T07:15:00Z,39603
VD,2017-01-04T07:20:00Z,40081
VD,2017-01-04T07:25:00Z,40363
VD,2017-01-04T07:30:00Z,40559
VD,2017-01-04T07:35:00Z,40918
VD,2017-01-04T07:40:00Z,41221
VD,2017-01-04T07:45:00Z,41440
VD,2017-01-04T07:50:00Z,41676
VD,2017-01-04T07:55:00Z,41845
VD,2017-01-04T08:00:00Z,42077
VD,2017-01-04T08:05:00Z,42507
VD,2017-01-04T08:10:00Z,42654
VD,2017-01-04T08:15:00Z,42852
VD,2017-01-04T08:20:00Z,42877
VD,2017-01-04T08:25:00Z,42838
VD,2017-01-04T08:30:00Z,42822
VD,2017-01-04T08:35:00Z,42994
VD,2017-01-04T08:40:00Z,43163
VD,2017-01-04T08:45:00Z,43207
VD,2017-01-04T08:50:00Z,43301
VD,2017-01-04T08:55:00Z,43480
VD,2017-01-04T09:00:00Z,43730
VD,2017-01-04T09:05:00Z,43789
VD,2017-01-04T09:10:00Z,43967
VD,2017-01-04T09:15:00Z,44084
VD,2017-01-04T09:20:00Z,44104
VD,2017-01-04T09:25:00Z,44257
VD,2017-01-04T09:30:00Z,44422
VD,2017-01-04T09:35:00Z,44444
VD,2017-01-04T09:40:00Z,44440
VD,2017-01-04T09:45:00Z,44446
VD,2017-01-04T09:50:00Z,44502
VD,2017-01-04T09:55:00Z,44433
VD,2017-01-04T10:00:00Z,44364
VD,2017-01-04T10:05:00Z,44326
VD,2017-01-04T10:10:00Z,44268
VD,2017-01-04T10:15:00Z,44294
VD,2017-01-04T10:20:00Z,44290
VD,2017-01-04T10:25:00Z,44271
VD,2017-01-04T10:30:00Z,44384
VD,2017-01-04T10:35:00Z,44221
VD,2017-01-04T10:40:00Z,44120
VD,2017-01-04T10:45:00Z,44092
VD,2017-01-04T10:50:00Z,44067
VD,2017-01-04T10:55:00Z,44098
VD,2017-01-04T11:00:00Z,44296
VD,2017-01-04T11:05:00Z,44523
VD,2017-01-04T11:10:00Z,44553
VD,2017-01-04T11:15:00Z,44484
VD,2017-01-04T11:20:00Z,44365
VD,2017-01-04T11:25:00Z,44280
VD,2017-01-04T11:30:00Z,44301
VD,2017-01-04T11:35:00Z,44336
VD,2017-01-04T11:40:00Z,44394
VD,2017-01-04T11:45:00Z,44480
VD,2017-01-04T11:50:00Z,44490
VD,2017-01-04T11:55:00Z,44441
VD,2017-01-04T12:00:00Z,44381
VD,2017-01-04T12:05:00Z,44475
VD,2017-01-04T12:10:00Z,44506
VD,2017-01-04T12:15:00Z,44582
VD,2017-01-04T12:20:00Z,44569
VD,2017-01-04T12:25:00Z,44514
VD,2017-01-04T12:30:00Z,44648
VD,2017-01-04T12:35:00Z,44610
VD,2017-01-04T12:40:00Z,44561
VD,2017-01-04T12:45:00Z,44550
VD,2017-01-04T12:50:00Z,44529
VD,2017-01-04T12:55:00Z,44413
VD,2017-01-04T13:00:00Z,44435
VD,2017-01-04T13:05:00Z,44510
VD,2017-01-04T13:10:00Z,44438
VD,2017-01-04T13:15:00Z,44350
VD,2017-01-04T13:20:00Z,44261
VD,2017-01-04T13:25:00Z,44179
VD,2017-01-04T13:30:00Z,44287
VD,2017-01-04T13:35:00Z,44373
VD,2017-01-04T13:40:00Z,44301
VD,2017-01-04T13:45:00Z,44253
VD,2017-01-04T13:50:00Z,44243
VD,2017-01-04T13:55:00Z,44268
VD,2017-01-04T14:00:00Z,44425
VD,2017-01-04T14:05:00Z,44496
VD,2017-01-04T14:10:00Z,44478
VD,2017-01-04T14:15:00Z,44479
VD,2017-01-04T14:20:00Z,44504
VD,2017-01-04T14:25:00Z,44553
VD,2017-01-04T14:30:00Z,44590
VD,2017-01-04T14:35:00Z,44596
VD,2017-01-04T14:40:00Z,44666
VD,2017-01-04T14:45:00Z,44703
VD,2017-01-04T14:50:00Z,44731
VD,2017-01-04T14:55:00Z,44670
VD,2017-01-04T15:00:00Z,44652
VD,2017-01-04T15:05:00Z,44696
VD,2017-01-04T15:10:00Z,44731
VD,2017-01-04T15:15:00Z,44856
VD,2017-01-04T15:20:00Z,44988
VD,2017-01-04T15:25:00Z,45140
VD,2017-01-04T15:30:00Z,45520
VD,2017-01-04T15:35:00Z,45834
VD,2017-01-04T15:40:00Z,46147
VD,2017-01-04T15:45:00Z,46506
VD,2017-01-04T15:50:00Z,46582
VD,2017-01-04T15:55:00Z,46200
VD,2017-01-04T16:00:00Z,46014
VD,2017-01-04T16:05:00Z,46371
VD,2017-01-04T16:10:00Z,46715
VD,2017-01-04T16:15:00Z,47092
VD,2017-01-04T16:20:00Z,47467
VD,2017-01-04T16:25:00Z,47823
VD,2017-01-04T16:30:00Z,48124
VD,2017-01-04T16:35:00Z,48492
VD,2017-01-04T16:40:00Z,48897
VD,2017-01-04T16:45:00Z,49116
VD,2017-01-04T16:50:00Z,49211
VD,2017-01-04T16:55:00Z,49367
VD,2017-01-04T17:00:00Z,49609
VD,2017-01-04T17:05:00Z,49665
VD,2017-01-04T17:10:00Z,49621
VD,2017-01-04T17:15:00Z,49709
VD,2017-01-04T17:20:00Z,49818
VD,2017-01-04T17:25:00Z,49824
VD,2017-01-04T17:30:00Z,49792
VD,2017-01-04T17:35:00Z,49696
VD,2017-01-04T17:40:00Z,49580
VD,2017-01-04T17:45:00Z,49600
VD,2017-01-04T17:50:00Z,49528
VD,2017-01-04T17:55:00Z,49493
VD,2017-01-04T18:00:00Z,49743
VD,2017-01-04T18:05:00Z,49826
VD,2017-01-04T18:10:00Z,49720
VD,2017-01-04T18:15:00Z,49602
VD,2017-01-04T18:20:00Z,49414
VD,2017-01-04T18:25:00Z,49361
VD,2017-01-04T18:30:00Z,49490
VD,2017-01-04T18:35:00Z,49506
VD,2017-01-04T18:40:00Z,49307
VD,2017-01-04T18:45:00Z,49248
VD,2017-01-04T18:50:00Z,48994
VD,2017-01-04T18:55:00Z,48795
VD,2017-01-04T19:00:00Z,48862
VD,2017-01-04T19:05:00Z,49092
VD,2017-01-04T19:10:00Z,48880
VD,2017-01-04T19:15:00Z,48725
VD,2017-01-04T19:20:00Z,48348
VD,2017-01-04T19:25:00Z,48216
VD,2017-01-04T19:30:00Z,48155
VD,2017-01-04T19:35:00Z,47798
VD,2017-01-04T19:40:00Z,47583
VD,2017-01-04T19:45:00Z,47347
VD,2017-01-04T19:50:00Z,46974
VD,2017-01-04T19:55:00Z,46723
VD,2017-01-04T20:00:00Z,47168
VD,2017-01-04T20:05:00Z,47297
VD,2017-01-04T20:10:00Z,47206
VD,2017-01-04T20:15:00Z,46860
VD,2017-01-04T20:20:00Z,46537
VD,2017-01-04T20:25:00Z,46248
VD,2017-01-04T20:30:00Z,45853
VD,2017-01-04T20:35:00Z,45576
VD,2017-01-04T20:40:00Z,45252
VD,2017-01-04T20:45:00Z,44899
VD,2017-01-04T20:50:00Z,44678
VD,2017-01-04T20:55:00Z,44413
VD,2017-01-04T21:00:00Z,44177
VD,2017-01-04T21:05:00Z,43607
VD,2017-01-04T21:10:00Z,43168
VD,2017-01-04T21:15:00Z,42810
VD,2017-01-04T21:20:00Z,42437
VD,2017-01-04T21:25:00Z,42050
VD,2017-01-04T21:30:00Z,41673
VD,2017-01-04T21:35:00Z,41358
VD,2017-01-04T21:40:00Z,41029
VD,2017-01-04T21:45:00Z,40645
VD,2017-01-04T21:50:00Z,40199
VD,2017-01-04T21:55:00Z,39796
VD,2017-01-04T22:00:00Z,39582
VD,2017-01-04T22:05:00Z,39124
VD,2017-01-04T22:10:00Z,38629
VD,2017-01-04T22:15:00Z,38127
VD,2017-01-04T22:20:00Z,37722
VD,2017-01-04T22:25:00Z,37138
VD,2017-01-04T22:30:00Z,37100
VD,2017-01-04T22:35:00Z,36842
VD,2017-01-04T22:40:00Z,36467
VD,2017-01-04T22:45:00Z,36166
VD,2017-01-04T22:50:00Z,35695
VD,2017-01-04T22:55:00Z,35134
VD,2017-01-04T23:00:00Z,34592
VD,2017-01-04T23:05:00Z,34182
VD,2017-01-04T23:10:00Z,33690
VD,2017-01-04T23:15:00Z,33313
VD,2017-01-04T23:20:00Z,33032
VD,2017-01-04T23:25:00Z,32729
VD,2017-01-04T23:30:00Z,32763
VD,2017-01-04T23:35:00Z,32603
VD,2017-01-04T23:40:00Z,32497
VD,2017-01-04T23:45:00Z,32326
VD,2017-01-04T23:50:00Z,32145
VD,2017-01-04T23:55:00Z,31802
VD,2017-01-05T00:00:00Z,31787
VD,2017-01-05T00:05:00Z,32080
VD,2017-01-05T00:10:00Z,32408
VD,2017-01-05T00:15:00Z,32468
VD,2017-01-05T00:20:00Z,32652
VD,2017-01-05T00:25:00Z,32868
VD,2017-01-05T00:30:00Z,33132
VD,2017-01-05T00:35:00Z,33162
VD,2017-01-05T00:40:00Z,33140
VD,2017-01-05T00:45:00Z,33103
VD,2017-01-05T00:50:00Z,33038
VD,2017-01-05T00:55:00Z,32944
VD,2017-01-05T01:00:00Z,32977
VD,2017-01-05T01:05:00Z,32825
VD,2017-01-05T01:10:00Z,32835
VD,2017-01-05T01:15:00Z,33020
VD,2017-01-05T01:20:00Z,33022
VD,2017-01-05T01:25:00Z,33013
VD,2017-01-05T01:30:00Z,32957
VD,2017-01-05T01:35:00Z,32859
VD,2017-01-05T01:40:00Z,32758
VD,2017-01-05T01:45:00Z,32619
VD,2017-01-05T01:50:00Z,32528
VD,2017-01-05T01:55:00Z,32499
VD,2017-01-05T02:00:00Z,32421
VD,2017-01-05T02:05:00Z,32321
VD,2017-01-05T02:10:00Z,32248
VD,2017-01-05T02:15:00Z,32191
VD,2017-01-05T02:20:00Z,32177
VD,2017-01-05T02:25:00Z,32274
VD,2017-01-05T02:30:00Z,32603
VD,2017-01-05T02:35:00Z,32655
VD,2017-01-05T02:40:00Z,32622
VD,2017-01-05T02:45:00Z,32540
VD,2017-01-05T02:50:00Z,32450
VD,2017-01-05T02:55:00Z,32285
VD,2017-01-05T03:00:00Z,32305
VD,2017-01-05T03:05:00Z,32226
VD,2017-01-05T03:10:00Z,32166
VD,2017-01-05T03:15:00Z,32061
VD,2017-01-05T03:20:00Z,31926
VD,2017-01-05T03:25:00Z,31837
VD,2017-01-05T03:30:00Z,31810
VD,2017-01-05T03:35:00Z,31777
VD,2017-01-05T03:40:00Z,31691
VD,2017-01-05T03:45:00Z,31619
VD,2017-01-05T03:50:00Z,31550
VD,2017-01-05T03:55:00Z,31456
VD,2017-01-05T04:00:00Z,31520
VD,2017-01-05T04:05:00Z,31521
VD,2017-01-05T04:10:00Z,31461
VD,2017-01-05T04:15:00Z,31466
VD,2017-01-05T04:20:00Z,31448
VD,2017-01-05T04:25:00Z,31483
VD,2017-01-05T04:30:00Z,31504
VD,2017-01-05T04:35:00Z,31530
VD,2017-01-05T04:40:00Z,31500
VD,2017-01-05T04:45:00Z,31491
VD,2017-01-05T04:50:00Z,31500
VD,2017-01-05T04:55:00Z,31894
VD,2017-01-05T05:00:00Z,32346
VD,2017-01-05T05:05:00Z,32669
VD,2017-01-05T05:10:00Z,32978
VD,2017-01-05T05:15:00Z,33044
VD,2017-01-05T05:20:00Z,33005
VD,2017-01-05T05:25:00Z,33121
VD,2017-01-05T05:30:00Z,33541
VD,2017-01-05T05:35:00Z,33775
VD,2017-01-05T05:40:00Z,33887
VD,2017-01-05T05:45:00Z,34068
VD,2017-01-05T05:50:00Z,34375
VD,2017-01-05T05:55:00Z,34480
VD,2017-01-05T06:00:00Z,34907
VD,2017-01-05T06:05:00Z,35488
VD,2017-01-05T06:10:00Z,35837
VD,2017-01-05T06:15:00Z,36275
VD,2017-01-05T06:20:00Z,36813
VD,2017-01-05T06:25:00Z,37234
VD,2017-01-05T06:30:00Z,37753
VD,2017-01-05T06:35:00Z,38361
VD,2017-01-05T06:40:00Z,38951
VD,2017-01-05T06:45:00Z,39514
VD,2017-01-05T06:50:00Z,40175
VD,2017-01-05T06:55:00Z,40726
VD,2017-01-05T07:00:00Z,41387
VD,2017-01-05T07:05:00Z,42159
VD,2017-01-05T07:10:00Z,42772
VD,2017-01-05T07:15:00Z,43325
VD,2017-01-05T07:20:00Z,43793
VD,2017-01-05T07:25:00Z,44062
VD,2017-01-05T07:30:00Z,44239
VD,2017-01-05T07:35:00Z,44640
VD,2017-01-05T07:40:00Z,45077
VD,2017-01-05T07:45:00Z,45213
VD,2017-01-05T07:50:00Z,45284
VD,2017-01-05T07:55:00Z,45421
VD,2017-01-05T08:00:00Z,45697
VD,2017-01-05T08:05:00Z,45959
VD,2017-01-05T08:10:00Z,46033
VD,2017-01-05T08:15:00Z,45981
VD,2017-01-05T08:20:00Z,45902
VD,2017-01-05T08:25:00Z,45853
VD,2017-01-05T08:30:00Z,45796
VD,2017-01-05T08:35:00Z,45809
VD,2017-01-05T08:40:00Z,45868
VD,2017-01-05T08:45:00Z,45990
VD,2017-01-05T08:50:00Z,45960
VD,2017-01-05T08:55:00Z,46120
VD,2017-01-05T09:00:00Z,46454
VD,2017-01-05T09:05:00Z,46678
VD,2017-01-05T09:10:00Z,46796
VD,2017-01-05T09:15:00Z,46909
VD,2017-01-05T09:20:00Z,46973
VD,2017-01-05T09:25:00Z,46941
VD,2017-01-05T09:30:00Z,46878
VD,2017-01-05T09:35:00Z,46802
VD,2017-01-05T09:40:00Z,46705
VD,2017-01-05T09:45:00Z,46621
VD,2017-01-05T09:50:00Z,46497
VD,2017-01-05T09:55:00Z,46412
VD,2017-01-05T10:00:00Z,46284
VD,2017-01-05T10:05:00Z,46083
VD,2017-01-05T10:10:00Z,46006
VD,2017-01-05T10:15:00Z,45917
VD,2017-01-05T10:20:00Z,45814
VD,2017-01-05T10:25:00Z,45690
VD,2017-01-05T10:30:00Z,45697
VD,2017-01-05T10:35:00Z,45718
VD,2017-01-05T10:40:00Z,45635
VD,2017-01-05T10:45:00Z,45591
VD,2017-01-05T10:50:00Z,45495
VD,2017-01-05T10:55:00Z,45449
VD,2017-01-05T11:00:00Z,45369
VD,2017-01-05T11:05:00Z,45359
VD,2017-01-05T11:10:00Z,45168
VD,2017-01-05T11:15:00Z,44988
VD,2017-01-05T11:20:00Z,44940
VD,2017-01-05T11:25:00Z,44835
VD,2017-01-05T11:30:00Z,44803
VD,2017-01-05T11:35:00Z,44794
VD,2017-01-05T11:40:00Z,44641
VD,2017-01-05T11:45:00Z,44580
VD,2017-01-05T11:50:00Z,44540
VD,2017-01-05T11:55:00Z,44559
VD,2017-01-05T12:00:00Z,44667
VD,2017-01-05T12:05:00Z,44679
VD,2017-01-05T12:10:00Z,44647
VD,2017-01-05T12:15:00Z,44687
VD,2017-01-05T12:20:00Z,44651
VD,2017-01-05T12:25:00Z,44638
VD,2017-01-05T12:30:00Z,44647
VD,2017-01-05T12:35:00Z,44591
VD,2017-01-05T12:40:00Z,44500
VD,2017-01-05T12:45:00Z,44441
VD,2017-01-05T12:50:00Z,44425
VD,2017-01-05T12:55:00Z,44455
VD,2017-01-05T13:00:00Z,44571
VD,2017-01-05T13:05:00Z,44626
VD,2017-01-05T13:10:00Z,44706
VD,2017-01-05T13:15:00Z,44707
VD,2017-01-05T13:20:00Z,44647
VD,2017-01-05T13:25:00Z,44578
VD,2017-01-05T13:30:00Z,44600
VD,2017-01-05T13:35:00Z,44666
VD,2017-01-05T13:40:00Z,44684
VD,2017-01-05T13:45:00Z,44715
VD,2017-01-05T13:50:00Z,44725
VD,2017-01-05T13:55:00Z,44703
VD,2017-01-05T14:00:00Z,45031
VD,2017-01-05T14:05:00Z,45221
VD,2017-01-05T14:10:00Z,45246
VD,2017-01-05T14:15:00Z,45219
VD,2017-01-05T14:20:00Z,45185
VD,2017-01-05T14:25:00Z,45203
VD,2017-01-05T14:30:00Z,45328
